id,document_id,document_filename,document_title,document_author,document_category,keyword,question,answer,proof,page_number
54,15,1_20251113_231441_asutay.pdf,Conceptualising and locating the social failure of Islamic finance: Aspirations of Islamic moral economy vs the realities of Islamic finance,"Asutay, Mehmet",,Islamic Financial Institutions (IBFIs),What is the evidence regarding development and long-term financing in IBFIs?,"Evidence suggests that IBFIs rarely offer long-term financing to entrepreneurs and tend to prefer short-term financing, such as in the real estate market, which brings higher returns, and have moved away from financing agriculture and industry using profit-loss sharing schemes.","Aggarwal and Yousef [2000], Iqbal and Molyneux [2005], Zubair Hasan [2007], Nagaoka [2007] and Jan [2011] show that “Islamic banks rarely offer long-term ﬁnancing to entrepreneurs seeking capital ” [Aggarwal and Yousef 2000: 94]. In addition, G. A. Ahmed [2005] in the case of Sudan shows that after the initial years, Islamic banks moved away from ﬁnancing agriculture and industry using pro ﬁt-loss sharing schemes. Furthermore, Jan [2011] evidences that ﬁnancing sectors such as agriculture, industry, and manufacturing have not played a major part in the ﬁnancing strategy of IBFIs. As does Warde [2000], Jan [2011] provides detailed analysis of the investment patterns among IBFIs in various countries and demonstrates that real estate as well as foreign ﬁnancial investments are preferred investment areas for IBFIs. Therefore, the contribution of IBFIs to economic development is rather elusive, as IBFs prefer to opt for short-term ﬁnancing which brings a much higher return as the maturity of their ﬁnancing evidences, such as the real estate market.",11-20
55,15,1_20251113_231441_asutay.pdf,Conceptualising and locating the social failure of Islamic finance: Aspirations of Islamic moral economy vs the realities of Islamic finance,"Asutay, Mehmet",,Islamic Financial Institutions (IBFIs),What has been the impact of IBFIs on human development?,"A correlation analysis between IBFIs' assets and their respective human development index scores did not indicate any positive correlation, suggesting that IBFIs have not contributed investment to fields that promote economic and social development.","In attempting to locate the impact of IBFIs on human development, Asutay [2010c] ran a simple correlation between the IBFIs assets of twenty- ﬁve countries and their respective human development index scores. The correlation analysis result does not indicate any positive correlation, indicating that IBFIs, despite expanding in their asset bases, have not contributed investment to any ﬁelds that can bring about economic and social development.",11-20
56,15,1_20251113_231441_asutay.pdf,Conceptualising and locating the social failure of Islamic finance: Aspirations of Islamic moral economy vs the realities of Islamic finance,"Asutay, Mehmet",,Islamic Financial Institutions (IBFIs),What is the expected role of IBFIs regarding Corporate Social Responsibility (CSR)?,"IBFs are expected to be CSR compliant in addition to their Shari’ah compliancy in financial terms, as CSR is an inherited part of IBF principles and foundational axioms directly refer to social development, environmental concerns, and human and economic development.","While corporate social responsibility (CSR) is an exogenous activity for the conventional corporate and ﬁnance sector, it is an inherited part of IBF, as IME principles and foundational axioms directly refer to CSR related activities. In other words, by de ﬁnition and construct IBF has to comply with CSR expectations. The IME axioms all in all, but particularly tawhid , adalah , rububiyah , and tazkiyah among others, directly refer to social development, environmental concerns, and human and economic development. Therefore, it is expected by IME that IBFs should be CSR compliant in addition to their Shari ’ah compliancy in ﬁnancial terms.",11-20
57,15,1_20251113_231441_asutay.pdf,Conceptualising and locating the social failure of Islamic finance: Aspirations of Islamic moral economy vs the realities of Islamic finance,"Asutay, Mehmet",,Islamic Financial Institutions (IBFIs),What has been the CSR performance of IBFIs?,"The CSR performance of IBFIs has been weak and poor, with their CSR perception often limited to zakah distribution and other non-systemic charitable activities, and some studies showing low CSR scores.","The critical analysis of the performance of IBFIs, however, evidences that their CSR performance has been rather weak and poor. Among others, Sarially [2005], Dusuki [2007], Haniffa and Hudaib [2007], Hassan et al. [2010] and Mohd Nor and Asutay [2011] provide evidence for the lack of CSR initiatives in the IBFIs indicating that IBFIs have failed to develop a pro-actively engaged understanding in relation to IBFIs. In particular, Sarially [2005] and Dusuki [2007] show that the CSR perception of IBFIs remain within the framework of zakah distribution and other non-systemic charitable activities. The CSR scoring method used by Haniffa and Hudaib [2007] and Hassan et al. [2010] in various case studies also produces similar weak results for CSR commitment in the IBFIs industry. A recent and modest study Al-Sabti [2011] also produced evidence for poor CSR scores for Saudi Arabian Islamic banks, as the highest score that could be reached was around 0.55, which is about half the expected full CSR compliance.",11-20
58,15,1_20251113_231441_asutay.pdf,Conceptualising and locating the social failure of Islamic finance: Aspirations of Islamic moral economy vs the realities of Islamic finance,"Asutay, Mehmet",,Islamic Financial Institutions (IBFIs),What are the shortcomings in the corporate governance (CG) performance of IBFIs?,"None of the IBFIs have developed an understanding of the Islamic CG model, with some studies evidencing governance flaws in audit, control, and transparency, and initiatives by AAOIFI and IFSB remaining weak and not generally accepted.","However, what is common in these studies is that none of the IBFIs have developed an understanding of Islamic CG model. Sa ﬁ eddine [2009], for example, evidences some governance ﬂaws relating to audit, control, and transparency. The other side of CG is related to the whole idea of responsible ﬁnance as articulated by IME, which requires systematic checks on ﬁnancial providers as part of CG. However, the initiatives by AAOIFI (Accounting and Auditing Organization for Islamic Financial Institutions) and IFSB (Islamic Financial Services Board) remain weak and are not generally accepted.",11-20
59,15,1_20251113_231441_asutay.pdf,Conceptualising and locating the social failure of Islamic finance: Aspirations of Islamic moral economy vs the realities of Islamic finance,"Asutay, Mehmet",,Islamic Financial Institutions (IBFIs),What is the state of Shari'ah governance in IBFIs?,"Studies examining Shari'ah governance in relation to IFSB rules show that there is no best practice among IBFIs, with a significant percentage not fully compliant with IFSB rules.","For example, Hasan and Asutay [2011] which examines the Shari’ah governance in terms of the practices of Shari’ah boards in relation to IFSB rules shows that there is no best practice IBF. As can be seen in Figure 1, Hasan and Asutay [forthcoming] found through the Shari’ah indexing of IFSB rules in relation to Shari’ah Boards in thirty- ﬁve IBFIs in various parts of the world that there is no best practice, as none of the sample banks could score 46-50 by being compliant with all ﬁfty items in the IFSB rules; while 33% of the sampled IBFIs could score 36-45 and 40% of them could only score around 26-35 to be classi ﬁ ed as ‘improved practice.’",11-20
60,15,1_20251113_231441_asutay.pdf,Conceptualising and locating the social failure of Islamic finance: Aspirations of Islamic moral economy vs the realities of Islamic finance,"Asutay, Mehmet",,Islamic Financial Institutions (IBFIs),What is a primary source of social failure in IBFIs?,"A primary source of social failure in IBFIs is the divergence from the original aims of Islamic economics and finance, with IBFIs following a neo-classical economics framework and prioritizing profit maximization over social good, and the legalistic-rational method of Shari'ah scholars prioritizing form over substance.","The shortcomings in developing the necessary knowledge resulted in IBFIs following a neo-classical economics framework. Thus, IME’s call for social and sustainable development is not considered as an aim by IBFIs; therefore the social good is not prioritised. The legalistic-rational method applied by the Shari’ah scholars should be considered as an important part of this observed social failure, which by de ﬁnition ignores the ‘substance ’ by prioritising the ‘form.’",11-20
61,15,1_20251113_231441_asutay.pdf,Conceptualising and locating the social failure of Islamic finance: Aspirations of Islamic moral economy vs the realities of Islamic finance,"Asutay, Mehmet",,Islamic Financial Institutions (IBFIs),What is the consequence of IBFIs adopting a commercial banking institutional format?,"Commercial IBFIs ignore developmentalist efforts and primarily focus on profit maximization rather than ethical profit, essentially leading to an Islamisation of capitalism.","Commercial banking, as an institutional format of IBF is also important to mention; as commercial IBFIs totally ignore developmentalists efforts, their principle aim being entirely devoted to pro ﬁt maximisation rather than ethical pro ﬁt.",11-20
62,15,1_20251113_231441_asutay.pdf,Conceptualising and locating the social failure of Islamic finance: Aspirations of Islamic moral economy vs the realities of Islamic finance,"Asutay, Mehmet",,Islamic Financial Institutions (IBFIs),What is the role of Shari'ah scholars in the social failure of IBFIs?,"The legalistic-rational method applied by Shari'ah scholars prioritizes the 'form' of financial products over their 'substance' and outcomes, potentially leading to harm if not aligned with moral objectives.","The legalistic-rational method applied by the Shari’ah scholars should be considered as an important part of this observed social failure, which by de ﬁnition ignores the ‘substance ’ by prioritising the ‘form.’ While substance requires a consequentilistic approach in terms of outcomess, in the ‘form ’ oriented approach, the entire emphasis is relegated to the process of constructing a product by ignoring the outcomes of the product.",11-20
63,15,1_20251113_231441_asutay.pdf,Conceptualising and locating the social failure of Islamic finance: Aspirations of Islamic moral economy vs the realities of Islamic finance,"Asutay, Mehmet",,Islamic Financial Institutions (IBFIs),Why is the institutional construct of Islamic financing in the form of commercial banks questionable?,"The commercial banking model for IBFIs has led to an Islamisation of capitalism, which is questionable given the systematic economic and financial crises and the original aim of Islamic economics to be a response to capitalist failures.","Thus, with the commercial IBFIs, Islamisation of capitalism has been taking place in recent years in the Muslim world: considering that Weber argued for religious work ethics (Protestantism) generating capitalism, it seems that IBFIs are now delivering the new capitalism in the Muslim world. Indeed, it is questionable whether this is desirable considering the systematic and chronic economic and ﬁnancial crises that have been experienced over many decades.",11-20
64,15,1_20251113_231441_asutay.pdf,Conceptualising and locating the social failure of Islamic finance: Aspirations of Islamic moral economy vs the realities of Islamic finance,"Asutay, Mehmet",,Islamic Financial Institutions (IBFIs),"What is the role of the demand side, specifically clients, in shaping IBFIs?","Clients of IBFIs have largely surrendered their expectations to Shari'ah boards, failing to proactively express demands for social and developmental objectives, which hinders the taming of capitalist trends in IBFIs.","Considering that the ethical ﬁnance movement in the West is very much a product demanded by ethically motivated individuals, the clients of IBFIs should be in a position to express their demands concerning the way their monies are invested by IBFIs in relation to their ‘social and developmentalist ’ objectives. However, evidence indicates that clients of IBFIs have surrendered themselves to the will of Shari’ah boards in terms of their responsibilities with the expectation that such boards do deliver according to the ethical and social expectations.",11-20
65,15,1_20251113_231441_asutay.pdf,Conceptualising and locating the social failure of Islamic finance: Aspirations of Islamic moral economy vs the realities of Islamic finance,"Asutay, Mehmet",,Islamic Financial Institutions (IBFIs),What is the essential requirement for correcting the social failure of IBFIs?,"IBFIs must endogenize the developmentalism of Islamic Moral Economy (IME) into their objective function, which should be part of their operations, and return to the basics of IME to fulfill the aspirations of their 'Islamic' title.","IBF has to endogenise the developmentalism of IME into its objective function, which by de ﬁnition should be part of its operations. The ‘Islamic ’ as a pre ﬁx in IBF suggests ‘social justice, ’ ‘social good ’ and ‘moral oriented developmentalism ’ and therefore ﬁnancial institutions carrying ‘Islamic ’ in their title must respond to the responsibility imposed on them by the very title they carry. Thus, a return to the basics of IME is essential to prevent the risks of future performance imposed by the converging of IBF with conventional banks and ﬁnancial institutions.",11-20
66,15,1_20251113_231441_asutay.pdf,Conceptualising and locating the social failure of Islamic finance: Aspirations of Islamic moral economy vs the realities of Islamic finance,"Asutay, Mehmet",,Islamic Financial Institutions (IBFIs),What types of institutions are suggested for the third stage of IBF development?,"The third stage of IBF development suggests new institutions beyond commercial banks, including Islamic social banking, Islamic microfinance, economic empowerment oriented awqaf, zakah funds for development, ar-rahn, Islamic development banks, social investment institutions, and ethical funds.","In this third stage of development, the above suggested non-banking- ﬁnancial institutions and Islamic social banking can be considered along with commercial IBF to ful ﬁl the aspirations of IME.",11-20
67,15,1_20251113_231441_asutay.pdf,Conceptualising and locating the social failure of Islamic finance: Aspirations of Islamic moral economy vs the realities of Islamic finance,"Asutay, Mehmet",,Islamic Financial Institutions (IBFIs),What does the 'Islamic' in 'Islamic banking and finance' ideally relate to?,"Ideally, the 'Islamic' in 'Islamic banking and finance' should relate to the social and economic ends of financial transactions, rather than solely the contract mechanics.","the ‘Islamic ’ in ‘Islamic banking and ﬁnance ’ should relate to the social and economic ends of ﬁnancial transactions, rather than the contract mechanics through which ﬁnancial ends are achieved ” [El-Gamal 2006: xiii].",11-20
68,15,1_20251113_231441_asutay.pdf,Conceptualising and locating the social failure of Islamic finance: Aspirations of Islamic moral economy vs the realities of Islamic finance,"Asutay, Mehmet",,Islamic Financial Institutions (IBFIs),What is the conclusion regarding the impact of IBFIs on societal development?,"IBFIs, with their current structure, have not systematically affected or aimed to affect societal development, although they contribute to economic growth; true development, the aim of IME, lies beyond economic growth.","IBFIs with their current structure have not been able to affect nor have they aimed at affecting the development of the societies in which they operate in a systematic manner. This does not mean that IBFIs do not have an impact on economic growth; on the contrary due to ﬁnancial development and pooling of funds they do contribute to economic growth. However development, which is the aim of IME, lies beyond the growth of the economy.",11-20
69,15,1_20251113_231441_asutay.pdf,Conceptualising and locating the social failure of Islamic finance: Aspirations of Islamic moral economy vs the realities of Islamic finance,"Asutay, Mehmet",,Islamic Financial Institutions (IBFIs),What is the core expectation of 'Islamic' in IBFIs beyond conventional banking?,"The 'Islamic' in IBFIs signifies a value system that expects them to fulfill the social justice, social good, and moral-oriented developmentalism aims of Islamic Moral Economy (IME), which contradicts the trend of 'financialization' in the industry.","It should be reiterated that ‘Islamic ’ in IBFIs refers to a particular value system beyond the understanding of conventional banking; and therefore they are expected to ful ﬁ ll the maqasid as identi ﬁ ed through the values and norms of Islam. This suggests a socially acceptable ﬁnancing option for the development of society, which by de ﬁnition is in contradiction with the ‘ﬁnancialisation ’ trends observed in the IBF industry.",11-20
70,15,1_20251113_231441_asutay.pdf,Conceptualising and locating the social failure of Islamic finance: Aspirations of Islamic moral economy vs the realities of Islamic finance,"Asutay, Mehmet",,Islamic Financial Institutions (IBFIs),What is essential for correcting the observed 'social and developmentalist' failure of IBFIs?,"New Islamic financial institutions, in addition to IBFIs, are essential to address the social and developmentalist failure by focusing on the 'substance' and 'consequences' of finance rather than merely the 'form'.","The correction of the observed ‘social and developmentalist ’ failure is essential for sustainable development and therefore for ful ﬁ lling the promise of IME. In serving such objectives, new Islamic ﬁnancial institutions beyond but in addition to IBFIs are necessary and essential. Therefore, in the new institutionalization stage, IBFIs should relate to the ‘substance ’ and the ‘consequences ’ rather than merely the ‘form, ’ which would help to moderate and remedy the divergence observed in the present practices of IBFIs.",11-20
71,15,1_20251113_231441_asutay.pdf,Conceptualising and locating the social failure of Islamic finance: Aspirations of Islamic moral economy vs the realities of Islamic finance,"Asutay, Mehmet",,Islamic Moral Economy,What is the ultimate objective of the Islamic Moral Economy (IME)?,"The main focus of IME has been on achieving human-centered economic development, which has been imposed on IBF as an objective function.","With the emergence of IME in the 1970s, the main focus has been on how to achieve human-centred economic development, which has been imposed on IBF as an objective function.",11-20
72,16,1_20251113_233431_ssrn-1735619.pdf,A political economy approach to Islamic economics: Systemic understanding for an alternative economic system,"Asutay, Mehmet",,Islamic Economics,What is the essentialisation of Islamic economics necessary for?,The essentialisation of Islamic economics is necessary to assess whether Islamic finance is merely an alternative mode of capitalist production or a unique and egalitarian alternative economic order aiming to be a 'moral economy'.,,1-16
73,16,1_20251113_233431_ssrn-1735619.pdf,A political economy approach to Islamic economics: Systemic understanding for an alternative economic system,"Asutay, Mehmet",,Islamic Economics,What is the definition of a 'system' in the context of Islamic economics?,"A 'system' is defined as the 'functional components that together make certain sectors of the ethico-economic order work', referring to an integrated whole as part of an order, with Islam representing the overall order within which Islamic economics is possible.",,1-16
74,16,1_20251113_233431_ssrn-1735619.pdf,A political economy approach to Islamic economics: Systemic understanding for an alternative economic system,"Asutay, Mehmet",,Islamic Economics,What are the pivotal characteristics required for Islamic economics to be considered a system?,"For Islamic economics to be considered a system, it must consist of the organization of decision-making arrangements, mechanisms for information provision and coordination, property rights, and incentive mechanisms.",,1-16
75,16,1_20251113_233431_ssrn-1735619.pdf,A political economy approach to Islamic economics: Systemic understanding for an alternative economic system,"Asutay, Mehmet",,Islamic Economics,What was the objective of the founding fathers of the Islamic economics paradigm?,"The objective was to develop an economic system understanding as part of the Islamic world order, which would ultimately develop into a human-centric developmental strategy, in response to the perceived failure of capitalist economic development strategies.",,1-16
76,16,1_20251113_233431_ssrn-1735619.pdf,A political economy approach to Islamic economics: Systemic understanding for an alternative economic system,"Asutay, Mehmet",,Islamic Economics,What provides the rationale for a distinct discipline and system of Islamic economics?,"The values and sources of Islam provide the rationale for a distinct discipline and system of Islamic economics, acknowledging that economic systems are influenced by religion, ideology, and strongly held values.",,1-16
77,16,1_20251113_233431_ssrn-1735619.pdf,A political economy approach to Islamic economics: Systemic understanding for an alternative economic system,"Asutay, Mehmet",,Islamic Economics,How does Islamic economics differ from prevailing economic systems?,"Islamic economics differs from prevailing economic systems in its foundations, operational principles, goals, concepts, theories, epistemological sources (based on the Qur'an), and the unchanging nature of fundamental concepts in the Qur'an.",,1-16
78,16,1_20251113_233431_ssrn-1735619.pdf,A political economy approach to Islamic economics: Systemic understanding for an alternative economic system,"Asutay, Mehmet",,Islamic Economics,What are the philosophical and operational distinguishing characteristics that make Islamic economics a system?,"Islamic economics is distinguished as a system because it is part of Islam (din), deals with production, consumption, and distribution according to the Islamic worldview, makes economic and financial choices based on Islamic norms, and describes, analyzes, and prescribes economic activity.",,1-16
79,16,1_20251113_233431_ssrn-1735619.pdf,A political economy approach to Islamic economics: Systemic understanding for an alternative economic system,"Asutay, Mehmet",,Islamic Economics,What are the foundational axioms of the Islamic economic system?,"The foundational axioms of the Islamic economic system include Tawhid (God's unity and sovereignty), Al-'adl wa'l-ihsan (Equilibrium and Beneficence or Socio-Economic Justice), Ikhtiyar (Free-will), Fard (Responsibility), Rububiyyah, Tazkiyah, Khilafah and human accountability before God, and Maqasid al-Shari'ah (the objectives of Shari'ah).",,1-16
80,16,1_20251113_233431_ssrn-1735619.pdf,A political economy approach to Islamic economics: Systemic understanding for an alternative economic system,"Asutay, Mehmet",,Islamic Economics,What are the implications of the foundational axioms for the Islamic moral economy?,"The foundational axioms imply social responsibility, the need to care for the needy through institutions like zakah, responsible use of earnings for moral purposes, equal opportunities, and the avoidance of misuse, abuse, or exploitation in economic activities.",,1-16
81,16,1_20251113_233431_ssrn-1735619.pdf,A political economy approach to Islamic economics: Systemic understanding for an alternative economic system,"Asutay, Mehmet",,Islamic Economics,How does the Islamic economic system differ from conventional economic systems in its methodology?,"Islamic economics differs in its methodology by being socio-tropic (considering social concern alongside individualism), having behavioral postulates of socially concerned, God-conscious individuals who seek social good and maximize social welfare, and filtering market exchange through an Islamic process that produces a socially concerned, environmentally friendly system, unlike the methodological individualism and self-interest of conventional economics.",,1-16
82,16,1_20251113_233431_ssrn-1735619.pdf,A political economy approach to Islamic economics: Systemic understanding for an alternative economic system,"Asutay, Mehmet",,Islamic Economics,What are the three kinds of measures and institutions that shape Islamic economic and financial activities?,"Islamic economic and financial activities are shaped by positive measures (like zakah and hisbah), voluntary measures (like sadaqah and waqf), and prohibitive measures (like the prohibition of riba).",,1-16
83,16,1_20251113_233431_ssrn-1735619.pdf,A political economy approach to Islamic economics: Systemic understanding for an alternative economic system,"Asutay, Mehmet",,Islamic Economics,What is the aim of the essential Islamic institutions and instruments?,"The aim of these institutions and instruments is to enhance human well-being, or the maqasid, which constitute the operational dimension of an Islamic economics system.",,1-16
84,16,1_20251113_233431_ssrn-1735619.pdf,A political economy approach to Islamic economics: Systemic understanding for an alternative economic system,"Asutay, Mehmet",,Islamic Economics,What does Islamic economics aim to create as a world order?,"Islamic economics aims to create a world order with political aspirations, including modern institutions and behavioral norms such as homo-Islamicus or tabaa'ya.",,1-16
85,16,1_20251113_233431_ssrn-1735619.pdf,A political economy approach to Islamic economics: Systemic understanding for an alternative economic system,"Asutay, Mehmet",,Islamic Economics,How can the validity of an economic system be tested?,"The validity of an economic system can be tested by its internal consistency, its compatibility with the system organizing other aspects of life, and its provision for improvement and growth.",,1-16
86,16,1_20251113_233431_ssrn-1735619.pdf,A political economy approach to Islamic economics: Systemic understanding for an alternative economic system,"Asutay, Mehmet",,Islamic Economics,What factors are necessary for the Islamic economic system to function effectively?,"For the Islamic economic system to function effectively, the degree of adherence to Islamic norms and ideals, a politically strong Islamic state, a lack of internal and external hostility to Islam, and the adaptability of Islam to new changes are necessary.",,1-16
87,16,1_20251113_233431_ssrn-1735619.pdf,A political economy approach to Islamic economics: Systemic understanding for an alternative economic system,"Asutay, Mehmet",,Islamic Economics,What has been the reality of Islamic finance in relation to Islamic economics?,"The reality of Islamic finance has been a pragmatic development within the neo-classical paradigm, diverging from the foundational claims of Islamic economics by forsaking its value system, identity politics, and systemic understanding.",,1-16
88,16,1_20251113_233431_ssrn-1735619.pdf,A political economy approach to Islamic economics: Systemic understanding for an alternative economic system,"Asutay, Mehmet",,Islamic Economics,What is the core issue with the current state of Islamic finance?,"The core issue is the divergence between the assumptions, normative principles, and aspirations of Islamic economics as a system and Islamic finance as an instrument of that system, with a growing wedge between theory and practice.",,1-16
89,16,1_20251113_233431_ssrn-1735619.pdf,A political economy approach to Islamic economics: Systemic understanding for an alternative economic system,"Asutay, Mehmet",,Islamic Economics,How should the 'Islamic' in 'Islamic finance' be reoriented?,"The 'Islamic' in 'Islamic finance' should relate to the social and economic ends of financial transactions, rather than the contract mechanics through which financial ends are achieved, focusing on goals and policy over mechanistic or legal structures.",,1-16
90,16,1_20251113_233431_ssrn-1735619.pdf,A political economy approach to Islamic economics: Systemic understanding for an alternative economic system,"Asutay, Mehmet",,Islamic Economics,What does a reorientation of Islamic finance aim to achieve?,"Such a reorientation aims to operationalize the fundamental axioms and principles of the Islamic economic system, leading to falah (prosperity in this world and the hereafter) by achieving tazkiyah (growth towards perfection through purification of attitudes and relationships).",,1-16
91,21,1_20251115_110802_Complexity_-_2021_-_Zhai_-_A_Review_of_Artificial_Intelligence_AI_in_Education_from_2010_to_2020.pdf,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,"Zhai, Xuesong and Chu, Xiaoyan and Chai, Ching Sing and Jong, Morris Siu Yung and Istenic, Andreja and Spector, Michael and Liu, Jia-Bao and Yuan, Jing and Li, Yan",,Artificial Intelligence in Education,What is the overall state of AI in education and what research topics and designs are evident from 2010 to 2020?,"The research questions in AI in education can be classified into development (classification, matching, recommendation, and deep learning), application (feedback, reasoning, and adaptive learning), and integration (affection computing, role-playing, immersive learning, and gamification) layers. Four research trends (Internet of Things, swarm intelligence, deep learning, and neuroscience) and an assessment of AI in education were suggested for further investigation, along with challenges such as inappropriate AI technique use, changing teacher and student roles, and social/ethical issues.","A content analysis of 100 papers (63 empirical, 37 analytic) from 2010-2020 in the education and educational research category of the Social Sciences Citation Index database was performed. The results provide insights into the overview of AI used in education, strengthening its theoretical foundation and offering a channel for collaborative research between educators and AI engineers.",1-9
92,21,1_20251115_110802_Complexity_-_2021_-_Zhai_-_A_Review_of_Artificial_Intelligence_AI_in_Education_from_2010_to_2020.pdf,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,"Zhai, Xuesong and Chu, Xiaoyan and Chai, Ching Sing and Jong, Morris Siu Yung and Istenic, Andreja and Spector, Michael and Liu, Jia-Bao and Yuan, Jing and Li, Yan",,Artificial Intelligence in Education,What are the trends in published studies in terms of AI in education?,"Four research trends were suggested for further investigation: Internet of Things, swarm intelligence, deep learning, and neuroscience.","These trends, along with an assessment of AI in education, were identified as areas for future research.",1-9
93,21,1_20251115_110802_Complexity_-_2021_-_Zhai_-_A_Review_of_Artificial_Intelligence_AI_in_Education_from_2010_to_2020.pdf,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,"Zhai, Xuesong and Chu, Xiaoyan and Chai, Ching Sing and Jong, Morris Siu Yung and Istenic, Andreja and Spector, Michael and Liu, Jia-Bao and Yuan, Jing and Li, Yan",,Artificial Intelligence in Education,What are the challenges generated from the current research of AI in education?,"Challenges in AI in education may arise from the inappropriate use of AI techniques, changing roles of teachers and students, and social and ethical issues.",These challenges were identified through a content analysis of studies aiming to disclose how AI has been applied to the education sector.,1-9
94,21,1_20251115_110802_Complexity_-_2021_-_Zhai_-_A_Review_of_Artificial_Intelligence_AI_in_Education_from_2010_to_2020.pdf,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,"Zhai, Xuesong and Chu, Xiaoyan and Chai, Ching Sing and Jong, Morris Siu Yung and Istenic, Andreja and Spector, Michael and Liu, Jia-Bao and Yuan, Jing and Li, Yan",,AI Techniques in Education,How can AI techniques be classified within the context of educational research questions?,"The research questions concerning AI in education are classified into three dimensions: development (focusing on knowledge presentation models), extraction (centering on how to obtain knowledge from data mining), and application (emphasizing human-computer interaction through information derivation).","This classification is based on a thematic analysis of previous research that identified three basic models of AI in knowledge processing: knowledge representation, knowledge obtaining, and knowledge derivation.",1-9
95,21,1_20251115_110802_Complexity_-_2021_-_Zhai_-_A_Review_of_Artificial_Intelligence_AI_in_Education_from_2010_to_2020.pdf,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,"Zhai, Xuesong and Chu, Xiaoyan and Chai, Ching Sing and Jong, Morris Siu Yung and Istenic, Andreja and Spector, Michael and Liu, Jia-Bao and Yuan, Jing and Li, Yan",,AI in Educational Implementation,How is AI hierarchically implemented in education?,"AI in educational implementation can be viewed hierarchically across three dimensions: system development, extraction, and application.",This hierarchical structure is illustrated in Figure 1 of the study.,1-9
96,21,1_20251115_110802_Complexity_-_2021_-_Zhai_-_A_Review_of_Artificial_Intelligence_AI_in_Education_from_2010_to_2020.pdf,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,"Zhai, Xuesong and Chu, Xiaoyan and Chai, Ching Sing and Jong, Morris Siu Yung and Istenic, Andreja and Spector, Michael and Liu, Jia-Bao and Yuan, Jing and Li, Yan",,Development Dimension of AI in Education,What are the main types of AI-integrated systems developed for education?,"The aims of developing AI-integrated systems in education can be grouped into four types: classification, matching, recommendation, and deep learning.",This grouping is based on the suggestions of Nguyen and Yang [28] and the analysis of studies.,1-9
97,21,1_20251115_110802_Complexity_-_2021_-_Zhai_-_A_Review_of_Artificial_Intelligence_AI_in_Education_from_2010_to_2020.pdf,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,"Zhai, Xuesong and Chu, Xiaoyan and Chai, Ching Sing and Jong, Morris Siu Yung and Istenic, Andreja and Spector, Michael and Liu, Jia-Bao and Yuan, Jing and Li, Yan",,Extraction Dimension of AI in Education,What are the three main pedagogical applications of AI identified in the extraction dimension of AI in education?,"The three types of pedagogical applications of AI identified in the extraction dimension are feedback, reasoning, and adaptive learning.",These applications were categorized based on the classification explicated by the authors of the reviewed articles.,1-9
98,22,1_20251115_112254_Complexity_-_2021_-_Zhai_-_A_Review_of_Artificial_Intelligence_AI_in_Education_from_2010_to_2020.pdf,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,"Zhai, Xuesong and Chu, Xiaoyan and Chai, Ching Sing and Jong, Morris Siu Yung and Istenic, Andreja and Spector, Michael and Liu, Jia-Bao and Yuan, Jing and Li, Yan",,Artificial Intelligence (AI) in Education,What is the overall state of AI in education and what research topics and designs are evident from 2010 to 2020?,"The research questions related to AI in education can be classified into development (classification, matching, recommendation, deep learning), application (feedback, reasoning, adaptive learning), and integration (affective computing, role-playing, immersive learning, gamification) layers. Four research trends (Internet of Things, swarm intelligence, deep learning, neuroscience) and an assessment of AI in education were also suggested.","A content analysis of 100 papers, including 63 empirical and 37 analytic papers, from the education and educational research category of the Social Sciences Citation Index database from 2010 to 2020 was conducted.",1-6
99,22,1_20251115_112254_Complexity_-_2021_-_Zhai_-_A_Review_of_Artificial_Intelligence_AI_in_Education_from_2010_to_2020.pdf,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,"Zhai, Xuesong and Chu, Xiaoyan and Chai, Ching Sing and Jong, Morris Siu Yung and Istenic, Andreja and Spector, Michael and Liu, Jia-Bao and Yuan, Jing and Li, Yan",,Artificial Intelligence (AI) in Education,What are the trends in published studies in terms of AI in education?,"Four research trends, including Internet of Things, swarm intelligence, deep learning, and neuroscience, as well as an assessment of AI in education, were suggested for further investigation.",The content analysis showed four research trends were suggested for further investigation.,1-6
100,22,1_20251115_112254_Complexity_-_2021_-_Zhai_-_A_Review_of_Artificial_Intelligence_AI_in_Education_from_2010_to_2020.pdf,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,"Zhai, Xuesong and Chu, Xiaoyan and Chai, Ching Sing and Jong, Morris Siu Yung and Istenic, Andreja and Spector, Michael and Liu, Jia-Bao and Yuan, Jing and Li, Yan",,Artificial Intelligence (AI) in Education,What are the challenges generated from the current research of AI in education?,"Challenges in education caused by AI may stem from the inappropriate use of AI techniques, changing roles of teachers and students, and social and ethical issues.","The results provide insights into an overview of AI used for education, which helps to strengthen the theoretical foundation of AI in education and provides a promising channel for educators and AI engineers to carry out further collaborative research.",1-6
